Deformação 1 comprimento do gabarito;"50,00000";mm
Deformação à tração (Deformação 1) comprimento do gabarito;"50,00000";mm
CargaemBreak (Standard);"433,15952";N
Deformação 1emBreak (Standard);"0,45206";mm/mm
Deformação à tração (Deformação 1)emBreak (Standard);"0,45859";mm/mm
DeslocamentoemBreak (Standard);"27,58437";mm
Deslocamento à traçãoemBreak (Standard);"22,92945";mm
Observação;""

Tempo;Travessa;Carga;Extensometro
(s);(mm);(N);(mm)
"0,00000";"0,00600";"3,46858";"0,32635"
"0,01000";"0,00650";"3,45768";"0,32660"
"0,02000";"0,00850";"3,50164";"0,32681"
"0,03000";"0,01275";"3,73627";"0,32689"
"0,04000";"0,01950";"4,40845";"0,32668"
"0,05000";"0,02844";"5,75427";"0,32634"
"0,06000";"0,03887";"7,93212";"0,32610"
"0,07000";"0,05019";"10,97116";"0,32603"
"0,08000";"0,06169";"14,75709";"0,32594"
"0,09000";"0,07294";"19,07143";"0,32566"
"0,10000";"0,08369";"23,67317";"0,32588"
"0,11000";"0,09387";"28,29465";"0,32626"
"0,12000";"0,10350";"32,74790";"0,32656"
"0,13000";"0,11262";"36,97262";"0,32660"
"0,14000";"0,12137";"40,90481";"0,32635"
"0,15000";"0,12994";"44,52442";"0,32681"
"0,16000";"0,13831";"47,87867";"0,32712"
"0,17000";"0,14675";"51,03711";"0,32705"
"0,18000";"0,15519";"54,04363";"0,32689"
"0,19000";"0,16362";"56,97819";"0,32706"
"0,20000";"0,17219";"59,91394";"0,32726"
"0,21000";"0,18069";"62,81277";"0,32759"
"0,22000";"0,18925";"65,68376";"0,32774"
"0,23000";"0,19775";"68,54188";"0,32783"
"0,24000";"0,20619";"71,38317";"0,32776"
"0,25000";"0,21469";"74,19518";"0,32736"
"0,26000";"0,22319";"76,99057";"0,32736"
"0,27000";"0,23162";"79,76337";"0,32733"
"0,28000";"0,24012";"82,51028";"0,32799"
"0,29000";"0,24862";"85,22948";"0,32998"
"0,30000";"0,25700";"87,91978";"0,33262"
"0,31000";"0,26544";"90,58871";"0,33579"
"0,32000";"0,27387";"93,23138";"0,33927"
"0,33000";"0,28237";"95,84969";"0,34293"
"0,34000";"0,29081";"98,45402";"0,34661"
"0,35000";"0,29925";"101,02158";"0,35000"
"0,36000";"0,30762";"103,57554";"0,35397"
"0,37000";"0,31594";"106,12434";"0,35789"
"0,38000";"0,32431";"108,62672";"0,36132"
"0,39000";"0,33262";"111,08529";"0,36500"
"0,40000";"0,34094";"113,52864";"0,36843"
"0,41000";"0,34931";"115,96076";"0,37148"
"0,42000";"0,35762";"118,38660";"0,37466"
"0,43000";"0,36600";"120,79487";"0,37744"
"0,44000";"0,37431";"123,17119";"0,37935"
"0,45000";"0,38262";"125,53350";"0,38119"
"0,46000";"0,39094";"127,89404";"0,38340"
"0,47000";"0,39925";"130,24420";"0,38647"
"0,48000";"0,40756";"132,57126";"0,38920"
"0,49000";"0,41587";"134,88945";"0,39193"
"0,50000";"0,42425";"137,18828";"0,39460"
"0,51000";"0,43256";"139,46550";"0,39767"
"0,52000";"0,44081";"141,72043";"0,40090"
"0,53000";"0,44912";"143,98082";"0,40426"
"0,54000";"0,45737";"146,23030";"0,40760"
"0,55000";"0,46575";"148,46841";"0,41114"
"0,56000";"0,47406";"150,68912";"0,41499"
"0,57000";"0,48244";"152,88403";"0,41875"
"0,58000";"0,49081";"155,07916";"0,42262"
"0,59000";"0,49925";"157,28864";"0,42702"
"0,60000";"0,50762";"159,50035";"0,43155"
"0,61000";"0,51606";"161,70444";"0,43574"
"0,62000";"0,52444";"163,90137";"0,44014"
"0,63000";"0,53281";"166,08224";"0,44455"
"0,64000";"0,54125";"168,24138";"0,44847"
"0,65000";"0,54962";"170,37816";"0,45182"
"0,66000";"0,55794";"172,51498";"0,45487"
"0,67000";"0,56625";"174,63277";"0,45771"
"0,68000";"0,57456";"176,73296";"0,46106"
"0,69000";"0,58281";"178,82068";"0,46392"
"0,70000";"0,59112";"180,87598";"0,46630"
"0,71000";"0,59944";"182,89523";"0,46917"
"0,72000";"0,60775";"184,90868";"0,47204"
"0,73000";"0,61606";"186,93721";"0,47514"
"0,74000";"0,62437";"188,95889";"0,47914"
"0,75000";"0,63262";"190,97026";"0,48311"
"0,76000";"0,64094";"192,98006";"0,48744"
"0,77000";"0,64925";"194,96490";"0,49176"
"0,78000";"0,65756";"196,92384";"0,49585"
"0,79000";"0,66587";"198,85959";"0,49994"
"0,80000";"0,67419";"200,80573";"0,50430"
"0,81000";"0,68256";"202,76443";"0,50916"
"0,82000";"0,69087";"204,69473";"0,51461"
"0,83000";"0,69919";"206,61659";"0,52060"
"0,84000";"0,70744";"208,52763";"0,52611"
"0,85000";"0,71575";"210,42699";"0,53178"
"0,86000";"0,72412";"212,32234";"0,53691"
"0,87000";"0,73250";"214,22476";"0,54154"
"0,88000";"0,74087";"216,11833";"0,54537"
"0,89000";"0,74925";"217,99469";"0,54883"
"0,90000";"0,75756";"219,86044";"0,55179"
"0,91000";"0,76594";"221,71416";"0,55466"
"0,92000";"0,77431";"223,57626";"0,55760"
"0,93000";"0,78275";"225,43567";"0,56142"
"0,94000";"0,79112";"227,27750";"0,56601"
"0,95000";"0,79950";"229,10558";"0,57088"
"0,96000";"0,80787";"230,91315";"0,57512"
"0,97000";"0,81619";"232,71243";"0,57835"
"0,98000";"0,82450";"234,52455";"0,58165"
"0,99000";"0,83275";"236,32542";"0,58600"
"1,00000";"0,84106";"238,10513";"0,59017"
"1,01000";"0,84937";"239,84950";"0,59461"
"1,02000";"0,85769";"241,58078";"0,59913"
"1,03000";"0,86606";"243,29979";"0,60339"
"1,04000";"0,87437";"245,02420";"0,60670"
"1,05000";"0,88269";"246,76636";"0,61008"
"1,06000";"0,89094";"248,51303";"0,61382"
"1,07000";"0,89925";"250,23216";"0,61702"
"1,08000";"0,90756";"251,91357";"0,62028"
"1,09000";"0,91594";"253,59245";"0,62357"
"1,10000";"0,92425";"255,28685";"0,62702"
"1,11000";"0,93256";"256,97687";"0,63007"
"1,12000";"0,94087";"258,65698";"0,63288"
"1,13000";"0,94912";"260,33014";"0,63595"
"1,14000";"0,95737";"261,97083";"0,63892"
"1,15000";"0,96569";"263,58844";"0,64169"
"1,16000";"0,97400";"265,20700";"0,64421"
"1,17000";"0,98237";"266,83817";"0,64757"
"1,18000";"0,99075";"268,47128";"0,65163"
"1,19000";"0,99912";"270,09738";"0,65608"
"1,20000";"1,00750";"271,72260";"0,66108"
"1,21000";"1,01581";"273,34326";"0,66664"
"1,22000";"1,02419";"274,94479";"0,67219"
"1,23000";"1,03262";"276,54376";"0,67672"
"1,24000";"1,04106";"278,14532";"0,68064"
"1,25000";"1,04950";"279,74786";"0,68440"
"1,26000";"1,05787";"281,34866";"0,68810"
"1,27000";"1,06619";"282,93478";"0,69153"
"1,28000";"1,07450";"284,51297";"0,69465"
"1,29000";"1,08281";"286,06381";"0,69732"
"1,30000";"1,09112";"287,59979";"0,70045"
"1,31000";"1,09944";"289,13913";"0,70387"
"1,32000";"1,10781";"290,66019";"0,70736"
"1,33000";"1,11612";"292,17624";"0,71135"
"1,34000";"1,12444";"293,69562";"0,71555"
"1,35000";"1,13275";"295,19543";"0,72030"
"1,36000";"1,14100";"296,69189";"0,72509"
"1,37000";"1,14925";"298,17511";"0,72909"
"1,38000";"1,15756";"299,64819";"0,73286"
"1,39000";"1,16587";"301,11942";"0,73623"
"1,40000";"1,17419";"302,59576";"0,73967"
"1,41000";"1,18256";"304,07141";"0,74348"
"1,42000";"1,19081";"305,52060";"0,74788"
"1,43000";"1,19906";"306,95984";"0,75175"
"1,44000";"1,20737";"308,41095";"0,75538"
"1,45000";"1,21569";"309,85538";"0,75948"
"1,46000";"1,22406";"311,28088";"0,76380"
"1,47000";"1,23244";"312,69870";"0,76859"
"1,48000";"1,24081";"314,13406";"0,77376"
"1,49000";"1,24919";"315,56537";"0,77867"
"1,50000";"1,25750";"317,00266";"0,78357"
"1,51000";"1,26587";"318,43881";"0,78898"
"1,52000";"1,27425";"319,85760";"0,79471"
"1,53000";"1,28269";"321,26868";"0,80009"
"1,54000";"1,29106";"322,67984";"0,80472"
"1,55000";"1,29950";"324,09201";"0,80956"
"1,56000";"1,30794";"325,49860";"0,81418"
"1,57000";"1,31625";"326,90320";"0,81774"
"1,58000";"1,32456";"328,30692";"0,82111"
"1,59000";"1,33287";"329,68060";"0,82461"
"1,60000";"1,34119";"331,03256";"0,82746"
"1,61000";"1,34950";"332,37772";"0,83027"
"1,62000";"1,35787";"333,73111";"0,83311"
"1,63000";"1,36619";"335,06882";"0,83589"
"1,64000";"1,37450";"336,39294";"0,83951"
"1,65000";"1,38275";"337,72461";"0,84336"
"1,66000";"1,39100";"339,05475";"0,84790"
"1,67000";"1,39931";"340,36765";"0,85210"
"1,68000";"1,40762";"341,67621";"0,85590"
"1,69000";"1,41594";"342,98538";"0,85983"
"1,70000";"1,42425";"344,28705";"0,86343"
"1,71000";"1,43256";"345,57947";"0,86702"
"1,72000";"1,44081";"346,86417";"0,87078"
"1,73000";"1,44912";"348,14682";"0,87415"
"1,74000";"1,45744";"349,41599";"0,87716"
"1,75000";"1,46569";"350,68332";"0,88047"
"1,76000";"1,47406";"351,94897";"0,88388"
"1,77000";"1,48244";"353,22525";"0,88677"
"1,78000";"1,49081";"354,51016";"0,88909"
"1,79000";"1,49919";"355,78903";"0,89194"
"1,80000";"1,50756";"357,07288";"0,89519"
"1,81000";"1,51594";"358,34286";"0,89820"
"1,82000";"1,52431";"359,60660";"0,90220"
"1,83000";"1,53275";"360,85974";"0,90606"
"1,84000";"1,54119";"362,12006";"0,90984"
"1,85000";"1,54956";"363,38492";"0,91376"
"1,86000";"1,55794";"364,64191";"0,91771"
"1,87000";"1,56625";"365,88364";"0,92131"
"1,88000";"1,57456";"367,11295";"0,92541"
"1,89000";"1,58287";"368,33347";"0,93012"
"1,90000";"1,59119";"369,55200";"0,93495"
"1,91000";"1,59950";"370,75381";"0,93997"
"1,92000";"1,60775";"371,93567";"0,94559"
"1,93000";"1,61606";"373,10324";"0,95137"
"1,94000";"1,62437";"374,28134";"0,95670"
"1,95000";"1,63269";"375,45850";"0,96126"
"1,96000";"1,64094";"376,63229";"0,96556"
"1,97000";"1,64925";"377,80801";"0,96941"
"1,98000";"1,65756";"378,97556";"0,97264"
"1,99000";"1,66594";"380,14584";"0,97584"
"2,00000";"1,67425";"381,30664";"0,97888"
"2,01000";"1,68256";"382,47052";"0,98215"
"2,02000";"1,69081";"383,63953";"0,98565"
"2,03000";"1,69912";"384,79639";"0,98929"
"2,04000";"1,70744";"385,93500";"0,99266"
"2,05000";"1,71575";"387,06418";"0,99628"
"2,06000";"1,72412";"388,19312";"1,00008"
"2,07000";"1,73250";"389,32733";"1,00398"
"2,08000";"1,74087";"390,47601";"1,00764"
"2,09000";"1,74925";"391,63187";"1,01193"
"2,10000";"1,75762";"392,78030";"1,01684"
"2,11000";"1,76600";"393,92279";"1,02143"
"2,12000";"1,77431";"395,05698";"1,02672"
"2,13000";"1,78275";"396,19461";"1,03205"
"2,14000";"1,79112";"397,32977";"1,03672"
"2,15000";"1,79950";"398,45947";"1,04113"
"2,16000";"1,80787";"399,58890";"1,04525"
"2,17000";"1,81625";"400,71518";"1,05014"
"2,18000";"1,82450";"401,82126";"1,05553"
"2,19000";"1,83281";"402,90378";"1,06076"
"2,20000";"1,84112";"404,00238";"1,06623"
"2,21000";"1,84944";"405,09192";"1,07129"
"2,22000";"1,85775";"406,16791";"1,07594"
"2,23000";"1,86606";"407,23938";"1,08073"
"2,24000";"1,87437";"408,30853";"1,08558"
"2,25000";"1,88269";"409,37665";"1,08950"
"2,26000";"1,89094";"410,43723";"1,09312"
"2,27000";"1,89925";"411,50006";"1,09678"
"2,28000";"1,90756";"412,57004";"1,10003"
"2,29000";"1,91587";"413,62357";"1,10302"
"2,30000";"1,92419";"414,65326";"1,10658"
"2,31000";"1,93250";"415,68982";"1,11109"
"2,32000";"1,94081";"416,74332";"1,11545"
"2,33000";"1,94906";"417,79758";"1,11953"
"2,34000";"1,95737";"418,83115";"1,12365"
"2,35000";"1,96569";"419,85971";"1,12785"
"2,36000";"1,97406";"420,87982";"1,13291"
"2,37000";"1,98244";"421,90112";"1,13788"
"2,38000";"1,99081";"422,93774";"1,14284"
"2,39000";"1,99919";"423,98422";"1,14789"
"2,40000";"2,00756";"425,03503";"1,15301"
"2,41000";"2,01587";"426,07657";"1,15834"
"2,42000";"2,02425";"427,11331";"1,16351"
"2,43000";"2,03269";"428,13196";"1,16911"
"2,44000";"2,04106";"429,14658";"1,17496"
"2,45000";"2,04944";"430,17447";"1,18028"
"2,46000";"2,05781";"431,19568";"1,18500"
"2,47000";"2,06612";"432,21112";"1,18943"
"2,48000";"2,07450";"433,22574";"1,19367"
"2,49000";"2,08281";"434,22037";"1,19832"
"2,50000";"2,09112";"435,20779";"1,20296"
"2,51000";"2,09950";"436,18604";"1,20754"
"2,52000";"2,10781";"437,15964";"1,21179"
"2,53000";"2,11619";"438,13470";"1,21583"
"2,54000";"2,12444";"439,11273";"1,21978"
"2,55000";"2,13275";"440,08868";"1,22357"
"2,56000";"2,14100";"441,04236";"1,22741"
"2,57000";"2,14931";"441,99313";"1,23156"
"2,58000";"2,15762";"442,95157";"1,23570"
"2,59000";"2,16594";"443,90048";"1,24018"
"2,60000";"2,17425";"444,83282";"1,24443"
"2,61000";"2,18250";"445,77859";"1,24845"
"2,62000";"2,19081";"446,72278";"1,25276"
"2,63000";"2,19906";"447,65961";"1,25727"
"2,64000";"2,20731";"448,58871";"1,26191"
"2,65000";"2,21562";"449,51346";"1,26605"
"2,66000";"2,22400";"450,44446";"1,27012"
"2,67000";"2,23237";"451,38199";"1,27424"
"2,68000";"2,24075";"452,31747";"1,27791"
"2,69000";"2,24919";"453,26666";"1,28153"
"2,70000";"2,25756";"454,21841";"1,28540"
"2,71000";"2,26594";"455,17380";"1,28949"
"2,72000";"2,27431";"456,12100";"1,29384"
"2,73000";"2,28275";"457,05157";"1,29845"
"2,74000";"2,29119";"457,98026";"1,30391"
"2,75000";"2,29962";"458,91022";"1,30929"
"2,76000";"2,30800";"459,85687";"1,31458"
"2,77000";"2,31631";"460,79599";"1,31923"
"2,78000";"2,32456";"461,70816";"1,32303"
"2,79000";"2,33287";"462,60245";"1,32622"
"2,80000";"2,34119";"463,49030";"1,32879"
"2,81000";"2,34956";"464,36325";"1,33089"
"2,82000";"2,35787";"465,23502";"1,33330"
"2,83000";"2,36619";"466,13205";"1,33638"
"2,84000";"2,37450";"467,02887";"1,33972"
"2,85000";"2,38275";"467,90295";"1,34329"
"2,86000";"2,39100";"468,76834";"1,34671"
"2,87000";"2,39931";"469,63544";"1,35072"
"2,88000";"2,40762";"470,50040";"1,35530"
"2,89000";"2,41594";"471,35364";"1,36050"
"2,90000";"2,42425";"472,19839";"1,36644"
"2,91000";"2,43250";"473,05670";"1,37268"
"2,92000";"2,44081";"473,91812";"1,37931"
"2,93000";"2,44906";"474,77295";"1,38614"
"2,94000";"2,45737";"475,62112";"1,39221"
"2,95000";"2,46569";"476,46463";"1,39826"
"2,96000";"2,47406";"477,32214";"1,40436"
"2,97000";"2,48250";"478,17850";"1,40994"
"2,98000";"2,49087";"479,03854";"1,41546"
"2,99000";"2,49925";"479,89713";"1,42066"
"3,00000";"2,50762";"480,76239";"1,42519"
"3,01000";"2,51594";"481,63153";"1,42913"
"3,02000";"2,52431";"482,49200";"1,43245"
"3,03000";"2,53275";"483,34286";"1,43565"
"3,04000";"2,54112";"484,18451";"1,43874"
"3,05000";"2,54956";"485,02951";"1,44146"
"3,06000";"2,55787";"485,87466";"1,44389"
"3,07000";"2,56619";"486,70221";"1,44600"
"3,08000";"2,57450";"487,53650";"1,44852"
"3,09000";"2,58281";"488,35077";"1,45159"
"3,10000";"2,59112";"489,14844";"1,45623"
"3,11000";"2,59944";"489,94601";"1,46145"
"3,12000";"2,60781";"490,74594";"1,46670"
"3,13000";"2,61612";"491,54990";"1,47172"
"3,14000";"2,62444";"492,34772";"1,47642"
"3,15000";"2,63269";"493,14832";"1,48095"
"3,16000";"2,64100";"493,94812";"1,48581"
"3,17000";"2,64931";"494,73657";"1,49107"
"3,18000";"2,65762";"495,51801";"1,49633"
"3,19000";"2,66594";"496,30405";"1,50075"
"3,20000";"2,67425";"497,09421";"1,50535"
"3,21000";"2,68256";"497,88034";"1,50913"
"3,22000";"2,69087";"498,66556";"1,51267"
"3,23000";"2,69919";"499,45111";"1,51645"
"3,24000";"2,70750";"500,21851";"1,52033"
"3,25000";"2,71581";"500,99026";"1,52447"
"3,26000";"2,72412";"501,76700";"1,52837"
"3,27000";"2,73250";"502,53540";"1,53188"
"3,28000";"2,74081";"503,29428";"1,53587"
"3,29000";"2,74919";"504,06458";"1,53947"
"3,30000";"2,75750";"504,84174";"1,54267"
"3,31000";"2,76587";"505,60150";"1,54626"
"3,32000";"2,77425";"506,37115";"1,55041"
"3,33000";"2,78262";"507,14453";"1,55533"
"3,34000";"2,79106";"507,91660";"1,56062"
"3,35000";"2,79950";"508,69870";"1,56636"
"3,36000";"2,80787";"509,48157";"1,57264"
"3,37000";"2,81619";"510,24338";"1,57852"
"3,38000";"2,82450";"510,99289";"1,58347"
"3,39000";"2,83281";"511,72931";"1,58727"
"3,40000";"2,84106";"512,47424";"1,59052"
"3,41000";"2,84944";"513,20221";"1,59376"
"3,42000";"2,85775";"513,91986";"1,59716"
"3,43000";"2,86606";"514,64050";"1,60048"
"3,44000";"2,87437";"515,36804";"1,60371"
"3,45000";"2,88262";"516,09332";"1,60716"
"3,46000";"2,89094";"516,81781";"1,61100"
"3,47000";"2,89925";"517,53925";"1,61563"
"3,48000";"2,90756";"518,25458";"1,62157"
"3,49000";"2,91587";"518,96204";"1,62769"
"3,50000";"2,92425";"519,66821";"1,63356"
"3,51000";"2,93256";"520,37946";"1,63996"
"3,52000";"2,94081";"521,09784";"1,64658"
"3,53000";"2,94912";"521,80933";"1,65299"
"3,54000";"2,95737";"522,50818";"1,65985"
"3,55000";"2,96569";"523,20038";"1,66735"
"3,56000";"2,97406";"523,89996";"1,67479"
"3,57000";"2,98244";"524,60168";"1,68139"
"3,58000";"2,99081";"525,32086";"1,68737"
"3,59000";"2,99919";"526,04541";"1,69214"
"3,60000";"3,00756";"526,76270";"1,69620"
"3,61000";"3,01587";"527,48059";"1,70035"
"3,62000";"3,02425";"528,19391";"1,70456"
"3,63000";"3,03269";"528,90015";"1,70887"
"3,64000";"3,04112";"529,61664";"1,71356"
"3,65000";"3,04950";"530,32843";"1,71820"
"3,66000";"3,05787";"531,03735";"1,72317"
"3,67000";"3,06619";"531,72943";"1,72805"
"3,68000";"3,07450";"532,41638";"1,73287"
"3,69000";"3,08281";"533,10339";"1,73747"
"3,70000";"3,09112";"533,77509";"1,74135"
"3,71000";"3,09944";"534,42883";"1,74498"
"3,72000";"3,10781";"535,08691";"1,74825"
"3,73000";"3,11619";"535,76019";"1,75207"
"3,74000";"3,12444";"536,42920";"1,75652"
"3,75000";"3,13275";"537,09045";"1,76089"
"3,76000";"3,14100";"537,75513";"1,76560"
"3,77000";"3,14931";"538,41028";"1,77027"
"3,78000";"3,15762";"539,05780";"1,77531"
"3,79000";"3,16594";"539,70441";"1,78060"
"3,80000";"3,17425";"540,35748";"1,78597"
"3,81000";"3,18256";"541,01068";"1,79125"
"3,82000";"3,19081";"541,64508";"1,79596"
"3,83000";"3,19906";"542,27582";"1,79999"
"3,84000";"3,20737";"542,91840";"1,80411"
"3,85000";"3,21562";"543,55743";"1,80839"
"3,86000";"3,22400";"544,19434";"1,81286"
"3,87000";"3,23244";"544,83673";"1,81778"
"3,88000";"3,24081";"545,48492";"1,82303"
"3,89000";"3,24919";"546,13220";"1,82838"
"3,90000";"3,25756";"546,78613";"1,83426"
"3,91000";"3,26594";"547,44360";"1,84076"
"3,92000";"3,27431";"548,10376";"1,84704"
"3,93000";"3,28281";"548,75189";"1,85386"
"3,94000";"3,29119";"549,39404";"1,86081"
"3,95000";"3,29962";"550,04297";"1,86702"
"3,96000";"3,30800";"550,69147";"1,87205"
"3,97000";"3,31631";"551,32611";"1,87660"
"3,98000";"3,32462";"551,96094";"1,88098"
"3,99000";"3,33294";"552,59564";"1,88479"
"4,00000";"3,34119";"553,22168";"1,88809"
"4,01000";"3,34956";"553,82422";"1,89188"
"4,02000";"3,35787";"554,41992";"1,89581"
"4,03000";"3,36619";"555,01392";"1,89980"
"4,04000";"3,37450";"555,61218";"1,90409"
"4,05000";"3,38275";"556,21118";"1,90786"
"4,06000";"3,39106";"556,81268";"1,91083"
"4,07000";"3,39931";"557,40955";"1,91343"
"4,08000";"3,40762";"557,99036";"1,91680"
"4,09000";"3,41600";"558,57465";"1,92084"
"4,10000";"3,42431";"559,16681";"1,92517"
"4,11000";"3,43262";"559,75610";"1,92952"
"4,12000";"3,44087";"560,34723";"1,93382"
"4,13000";"3,44919";"560,93414";"1,93841"
"4,14000";"3,45744";"561,51892";"1,94342"
"4,15000";"3,46575";"562,09491";"1,94838"
"4,16000";"3,47412";"562,66705";"1,95270"
"4,17000";"3,48250";"563,25586";"1,95635"
"4,18000";"3,49081";"563,84436";"1,95995"
"4,19000";"3,49919";"564,43146";"1,96384"
"4,20000";"3,50756";"565,02472";"1,96842"
"4,21000";"3,51594";"565,61188";"1,97341"
"4,22000";"3,52425";"566,21442";"1,97800"
"4,23000";"3,53269";"566,81818";"1,98207"
"4,24000";"3,54112";"567,40576";"1,98622"
"4,25000";"3,54950";"567,98187";"1,99013"
"4,26000";"3,55787";"568,56537";"1,99370"
"4,27000";"3,56619";"569,15594";"1,99751"
"4,28000";"3,57450";"569,72949";"2,00131"
"4,29000";"3,58281";"570,28784";"2,00505"
"4,30000";"3,59112";"570,84851";"2,00882"
"4,31000";"3,59944";"571,39990";"2,01236"
"4,32000";"3,60781";"571,94830";"2,01673"
"4,33000";"3,61612";"572,49298";"2,02208"
"4,34000";"3,62444";"573,03998";"2,02784"
"4,35000";"3,63269";"573,58722";"2,03411"
"4,36000";"3,64094";"574,13275";"2,03995"
"4,37000";"3,64925";"574,68219";"2,04556"
"4,38000";"3,65756";"575,22906";"2,05138"
"4,39000";"3,66587";"575,77228";"2,05735"
"4,40000";"3,67425";"576,30615";"2,06289"
"4,41000";"3,68256";"576,83752";"2,06897"
"4,42000";"3,69087";"577,37610";"2,07484"
"4,43000";"3,69912";"577,92291";"2,08107"
"4,44000";"3,70744";"578,47260";"2,08682"
"4,45000";"3,71575";"579,00568";"2,09158"
"4,46000";"3,72412";"579,54260";"2,09530"
"4,47000";"3,73244";"580,09052";"2,09868"
"4,48000";"3,74081";"580,62646";"2,10222"
"4,49000";"3,74919";"581,15039";"2,10573"
"4,50000";"3,75750";"581,69037";"2,10939"
"4,51000";"3,76581";"582,23608";"2,11321"
"4,52000";"3,77419";"582,76874";"2,11683"
"4,53000";"3,78262";"583,29468";"2,12025"
"4,54000";"3,79100";"583,83246";"2,12427"
"4,55000";"3,79944";"584,38147";"2,12897"
"4,56000";"3,80781";"584,92908";"2,13376"
"4,57000";"3,81612";"585,46112";"2,13853"
"4,58000";"3,82444";"585,98975";"2,14288"
"4,59000";"3,83275";"586,50787";"2,14755"
"4,60000";"3,84106";"587,02704";"2,15213"
"4,61000";"3,84944";"587,54547";"2,15692"
"4,62000";"3,85781";"588,04834";"2,16144"
"4,63000";"3,86612";"588,53778";"2,16634"
"4,64000";"3,87444";"589,03900";"2,17190"
"4,65000";"3,88275";"589,54718";"2,17849"
"4,66000";"3,89100";"590,04913";"2,18566"
"4,67000";"3,89931";"590,53638";"2,19320"
"4,68000";"3,90762";"591,02112";"2,20082"
"4,69000";"3,91594";"591,50995";"2,20802"
"4,70000";"3,92419";"591,99908";"2,21361"
"4,71000";"3,93250";"592,48877";"2,21822"
"4,72000";"3,94081";"592,96503";"2,22208"
"4,73000";"3,94912";"593,43787";"2,22571"
"4,74000";"3,95744";"593,92236";"2,22924"
"4,75000";"3,96575";"594,41187";"2,23263"
"4,76000";"3,97406";"594,90540";"2,23633"
"4,77000";"3,98244";"595,40417";"2,23990"
"4,78000";"3,99081";"595,89630";"2,24310"
"4,79000";"3,99919";"596,39380";"2,24642"
"4,80000";"4,00750";"596,89240";"2,25008"
"4,81000";"4,01587";"597,37775";"2,25381"
"4,82000";"4,02425";"597,86121";"2,25787"
"4,83000";"4,03269";"598,35730";"2,26218"
"4,84000";"4,04112";"598,85687";"2,26707"
"4,85000";"4,04956";"599,35553";"2,27256"
"4,86000";"4,05794";"599,84918";"2,27907"
"4,87000";"4,06625";"600,33600";"2,28678"
"4,88000";"4,07456";"600,82343";"2,29492"
"4,89000";"4,08287";"601,29565";"2,30248"
"4,90000";"4,09119";"601,74701";"2,30850"
"4,91000";"4,09956";"602,19110";"2,31385"
"4,92000";"4,10787";"602,63800";"2,31878"
"4,93000";"4,11619";"603,10559";"2,32359"
"4,94000";"4,12450";"603,56714";"2,32740"
"4,95000";"4,13275";"604,02374";"2,33158"
"4,96000";"4,14106";"604,47559";"2,33576"
"4,97000";"4,14931";"604,92419";"2,34002"
"4,98000";"4,15762";"605,36871";"2,34442"
"4,99000";"4,16594";"605,80981";"2,34913"
